Date,SHY,IEF,TLT
2018-11-20,69.87763977050781,84.16783142089844,92.1883544921875
2018-11-21,69.87763977050781,84.15120697021484,92.15630340576172
2018-11-23,69.86080169677734,84.20106506347656,92.25244903564453
2018-11-26,69.86921691894531,84.1346206665039,92.04415893554688
2018-11-27,69.87763977050781,84.21769714355469,92.14830017089844
2018-11-28,69.90282440185547,84.20935821533203,91.6995849609375
2018-11-29,69.91963195800781,84.42548370361328,92.06018829345703
2018-11-30,69.9448471069336,84.59170532226562,92.40470123291016
2018-12-03,69.88762664794922,84.776611328125,93.06084442138672
2018-12-04,69.93811798095703,85.16806030273438,94.61876678466797
2018-12-06,70.00542449951172,85.38456726074219,94.91590118408203
2018-12-07,70.08116149902344,85.63446044921875,95.09262084960938
2018-12-10,70.08116149902344,85.68439483642578,95.48612213134766
2018-12-11,70.01383209228516,85.4678955078125,95.47004699707031
2018-12-12,70.00542449951172,85.23467254638672,95.04440307617188
2018-12-13,70.07276153564453,85.28466033935547,94.81956481933594
2018-12-14,70.11481475830078,85.41789245605469,95.1488037109375
2018-12-17,70.18221282958984,85.66777801513672,95.70297241210938
2018-12-18,70.2234878540039,85.87894439697266,96.27607727050781
2018-12-19,70.2403335571289,86.17935943603516,97.54795837402344
2018-12-20,70.23194122314453,86.07085418701172,97.19375610351562
2018-12-21,70.28247833251953,86.1459732055664,97.17767333984375
2018-12-24,70.34148406982422,86.36298370361328,97.66067504882812
2018-12-26,70.2740249633789,85.95403289794922,96.61418151855469
2018-12-27,70.349853515625,86.17101287841797,96.63030242919922
2018-12-28,70.4510269165039,86.63834381103516,97.44331359863281
2018-12-31,70.476318359375,86.96385955810547,97.81360626220703
2019-01-02,70.48473358154297,87.1474838256836,98.32879638671875
2019-01-03,70.62801361083984,87.84022521972656,99.44772338867188
2019-01-04,70.476318359375,87.13081359863281,98.2966079711914
2019-01-07,70.4257583618164,86.8888168334961,98.00680541992188
2019-01-08,70.38362121582031,86.67172241210938,97.74923706054688
2019-01-09,70.41728973388672,86.72183227539062,97.59622955322266
2019-01-10,70.4257583618164,86.68014526367188,96.96839141845703
2019-01-11,70.4678955078125,86.93883514404297,97.34672546386719
2019-01-14,70.4678955078125,86.8888168334961,96.98448944091797
2019-01-15,70.49315643310547,86.8053207397461,96.63030242919922
2019-01-16,70.476318359375,86.7552261352539,96.72685241699219
2019-01-17,70.4678955078125,86.59666442871094,96.75102996826172
2019-01-18,70.40888977050781,86.32124328613281,96.24388122558594
2019-01-22,70.4678955078125,86.62166595458984,96.89590454101562
2019-01-23,70.4510269165039,86.57994079589844,96.85569763183594
2019-01-24,70.51005554199219,86.8553695678711,97.49159240722656
2019-01-25,70.45945739746094,86.65509033203125,97.02471923828125
2019-01-28,70.4678955078125,86.68014526367188,96.92813110351562
2019-01-29,70.5016098022461,86.93050384521484,97.41915130615234
2019-01-30,70.5943374633789,87.13081359863281,97.34672546386719
2019-01-31,70.65328216552734,87.53140258789062,98.18389129638672
2019-02-01,70.57059478759766,87.06302642822266,97.59091186523438
2019-02-04,70.57059478759766,86.87065887451172,97.15521240234375
